<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
VNINDEX,20160316,573.88,577.96,573.37,577.07,148928132
VNINDEX,20160317,581.55,583.53,579.26,579.26,165826389
VNINDEX,20160318,579.95,580.81,575.44,575.82,226162585
VNINDEX,20160321,577.65,580.83,572.27,572.27,163803278
VNINDEX,20160322,572.27,573.80,567.80,570.91,132091826
VNINDEX,20160323,570.74,575.22,570.39,574.71,142817620
VNINDEX,20160324,573.93,577.21,570.66,570.66,166986913
VNINDEX,20160325,569.48,572.48,564.88,572.08,159135772
VNINDEX,20160328,573.69,576.00,571.58,575.72,127859664
VNINDEX,20160329,575.63,576.07,568.28,568.28,165096704
VNINDEX,20160330,566.08,571.89,565.55,569.91,135457967
VNINDEX,20160331,569.04,570.94,561.22,561.22,172525592
VNINDEX,20160401,560.64,562.73,557.96,558.43,131420385
VNINDEX,20160404,557.56,560.92,554.30,555.82,118847850
VNINDEX,20160405,555.98,560.32,555.15,560.32,140380762
VNINDEX,20160406,561.94,567.79,560.63,567.79,120888692
VNINDEX,20160407,570.72,572.56,567.01,571.60,123544105
VNINDEX,20160408,571.21,574.46,569.09,572.34,122410615
VNINDEX,20160411,575.11,581.88,575.01,579.27,143194089
VNINDEX,20160412,580.90,582.97,577.17,579.84,165747147
VNINDEX,20160413,580.77,582.81,575.65,578.02,140037692
VNINDEX,20160414,575.69,584.81,575.69,579.49,122500701
VNINDEX,20160415,581.54,586.36,579.86,579.86,124267616
VNINDEX,20160419,578.32,578.44,568.28,568.28,138459788
VNINDEX,20160420,569.80,571.71,565.30,568.03,116427685
VNINDEX,20160421,571.19,577.41,570.71,575.73,104551900
VNINDEX,20160422,574.57,592.48,574.57,592.48,140754879
VNINDEX,20160425,597.91,601.61,591.58,591.58,161640502
VNINDEX,20160426,590.99,598.48,590.19,598.48,176652609
VNINDEX,20160427,601.79,601.79,591.35,593.96,149048248
VNINDEX,20160428,594.98,597.28,589.97,591.67,101200825
VNINDEX,20160429,591.20,599.71,591.20,598.37,124902889
VNINDEX,20160504,595.95,603.08,592.43,599.07,143701125
VNINDEX,20160505,600.66,605.21,600.50,601.51,134807029
VNINDEX,20160506,602.40,608.94,602.17,606.52,120426242
VNINDEX,20160509,610.92,612.97,603.85,603.85,145393793
VNINDEX,20160510,600.35,605.46,597.74,605.05,143695060
VNINDEX,20160511,606.60,614.06,606.06,614.06,162836854
VNINDEX,20160512,615.55,617.56,612.12,612.12,93535957
VNINDEX,20160513,612.32,615.30,608.04,610.82,110628260
VNINDEX,20160516,610.13,616.17,608.49,615.78,109336428
VNINDEX,20160517,620.54,626.12,618.67,624.75,126844685
VNINDEX,20160518,625.53,627.81,621.79,622.45,135286732
VNINDEX,20160519,621.83,623.68,618.13,619.20,141468684
VNINDEX,20160520,620.72,622.48,614.41,614.81,138837461
VNINDEX,20160523,616.11,616.83,610.45,611.03,99916411
VNINDEX,20160524,612.23,613.14,608.15,611.62,115554356
VNINDEX,20160525,613.96,616.38,611.89,611.89,139392931
VNINDEX,20160526,611.88,613.37,604.34,604.34,116593590
VNINDEX,20160527,604.36,609.94,603.23,608.11,102555613
VNINDEX,20160530,609.98,615.52,608.46,614.50,111118746
VNINDEX,20160531,616.22,621.14,614.68,618.44,121509400
VNINDEX,20160601,618.18,620.24,616.33,619.86,113214434
VNINDEX,20160602,619.19,624.52,618.38,623.37,126638198
VNINDEX,20160603,623.21,625.19,621.62,621.88,124293886
VNINDEX,20160606,621.09,624.55,616.98,620.05,133233686
VNINDEX,20160607,622.40,624.69,620.05,624.65,115267692
VNINDEX,20160608,626.84,632.68,626.29,627.87,139311446
VNINDEX,20160609,628.40,631.26,626.27,631.26,119510866
VNINDEX,20160610,629.95,633.47,628.56,629.84,134279311
VNINDEX,20160613,626.26,627.36,621.40,623.58,127060195
VNINDEX,20160614,621.63,626.40,619.13,625.43,99800986
VNINDEX,20160615,624.63,628.75,621.76,627.02,130313982
VNINDEX,20160616,627.38,630.21,625.11,625.11,122411121
VNINDEX,20160617,622.92,624.59,618.16,619.25,148648035
VNINDEX,20160620,622.04,626.46,620.41,626.46,115099126
VNINDEX,20160621,629.03,631.96,628.00,628.00,127747245
VNINDEX,20160622,628.77,629.95,625.81,626.41,107956447
VNINDEX,20160623,626.47,632.60,626.47,632.27,117110964
VNINDEX,20160624,631.77,631.77,597.68,620.77,270167693
VNINDEX,20160627,616.19,621.27,608.26,621.27,107961271
VNINDEX,20160628,617.68,624.85,617.65,622.20,89276686
VNINDEX,20160629,623.56,631.25,623.56,630.12,122306893
VNINDEX,20160630,633.17,637.46,631.74,632.26,106172826
VNINDEX,20160701,632.26,643.55,632.26,640.30,126003431
VNINDEX,20160704,643.11,647.96,641.96,647.96,137074190
VNINDEX,20160705,650.47,658.45,647.52,650.88,149329425
VNINDEX,20160706,646.80,652.36,644.07,649.46,136952723
VNINDEX,20160707,652.49,661.12,652.13,661.12,137255422
VNINDEX,20160708,661.07,665.53,655.91,658.68,143999302
VNINDEX,20160711,658.92,664.89,648.77,652.26,162216721
VNINDEX,20160712,652.81,658.90,649.86,658.90,175613469
VNINDEX,20160713,662.04,676.06,662.04,675.12,138393530
VNINDEX,20160714,675.66,681.75,666.69,666.69,160109344
VNINDEX,20160715,666.69,670.18,661.47,664.56,131134987
VNINDEX,20160718,664.12,673.50,662.25,673.50,131475169
VNINDEX,20160719,675.89,677.35,660.09,667.76,139586806
VNINDEX,20160720,667.86,667.86,660.26,660.26,129409012
VNINDEX,20160721,662.72,665.90,656.03,659.57,112376924
VNINDEX,20160722,657.15,658.06,640.26,649.87,151762705
VNINDEX,20160725,651.33,654.17,646.04,649.30,97521070
VNINDEX,20160726,648.58,651.93,642.91,648.59,106200466
VNINDEX,20160727,647.98,656.11,647.74,656.11,127212901
VNINDEX,20160728,655.81,657.20,649.86,657.14,122995228
VNINDEX,20160729,654.19,657.88,650.98,652.23,120007853
VNINDEX,20160801,655.38,655.38,646.02,648.38,92786858
VNINDEX,20160802,643.20,643.20,633.33,636.05,176389415
VNINDEX,20160803,632.98,634.75,627.66,631.61,94952845
VNINDEX,20160804,633.74,641.02,631.94,631.94,112054475
VNINDEX,20160805,629.69,630.18,622.49,627.39,125577237
VNINDEX,20160808,627.39,629.91,622.14,629.46,90026903
VNINDEX,20160809,629.66,637.34,629.66,637.34,98867142
VNINDEX,20160810,637.21,648.48,637.21,648.33,120826260
VNINDEX,20160811,649.27,660.24,648.31,660.24,140932553
VNINDEX,20160812,665.14,668.52,652.67,655.71,125031135
VNINDEX,20160815,654.06,659.47,653.64,659.47,117957041
VNINDEX,20160816,659.47,662.13,656.83,658.11,160323174
VNINDEX,20160817,659.46,660.76,657.06,660.51,123972737
VNINDEX,20160818,663.56,665.94,656.35,660.65,131630610
VNINDEX,20160819,664.09,666.93,659.64,662.28,109696013
VNINDEX,20160822,662.87,664.95,657.68,657.68,116313401
VNINDEX,20160823,653.58,659.16,652.88,659.16,109076919
VNINDEX,20160824,660.95,665.43,659.70,660.77,103852017
VNINDEX,20160825,660.77,660.77,656.49,658.50,116130990
VNINDEX,20160826,662.90,668.84,662.90,667.75,116441362
VNINDEX,20160829,670.71,679.62,669.44,669.44,114887828
VNINDEX,20160830,667.96,672.67,666.33,672.67,96553445
VNINDEX,20160901,674.19,674.72,664.77,669.19,102236975
VNINDEX,20160905,669.30,670.08,660.31,664.55,110452165
VNINDEX,20160906,666.38,668.40,663.90,663.90,108988687
VNINDEX,20160907,663.05,663.68,656.22,661.28,106478655
VNINDEX,20160908,661.89,668.20,660.54,666.07,124555726
VNINDEX,20160909,669.24,672.39,666.88,666.88,106069911
VNINDEX,20160912,665.77,666.04,655.55,659.76,101334675
VNINDEX,20160913,658.61,661.74,654.95,659.72,87742729
VNINDEX,20160914,658.16,661.82,656.64,656.64,96405371
VNINDEX,20160915,657.46,660.32,654.84,656.18,112721637
VNINDEX,20160916,654.68,657.53,651.31,651.31,206937884
VNINDEX,20160919,651.31,658.35,651.31,657.89,107313289
VNINDEX,20160920,656.20,663.37,653.28,663.37,118443376
VNINDEX,20160921,663.12,668.83,662.79,668.48,158846286
VNINDEX,20160922,668.48,675.36,668.48,671.38,144396670
VNINDEX,20160923,670.73,674.09,670.30,674.09,176039748
VNINDEX,20160926,673.21,677.04,671.51,677.04,162242504
VNINDEX,20160927,676.61,684.89,676.24,684.89,130570028
VNINDEX,20160928,684.99,687.94,682.98,686.72,128176296
VNINDEX,20160929,689.82,692.17,685.91,688.55,115920966
VNINDEX,20160930,688.55,689.12,684.62,685.73,115737606
VNINDEX,20161003,687.68,688.42,681.99,683.05,121373564
VNINDEX,20161004,682.82,689.17,680.24,684.20,123103077
VNINDEX,20161005,686.41,689.50,685.48,687.04,116965594
VNINDEX,20161006,689.10,690.93,687.04,687.32,150660971
VNINDEX,20161007,689.51,690.19,680.26,683.95,140056120
VNINDEX,20161010,684.05,684.46,674.19,674.19,139489963
VNINDEX,20161011,677.63,682.36,669.20,682.36,148016135
VNINDEX,20161012,683.88,686.18,681.12,682.45,120752695
VNINDEX,20161013,680.73,685.23,678.79,685.23,125235595
VNINDEX,20161017,687.18,687.94,680.95,680.95,113706862
VNINDEX,20161018,680.44,682.99,678.13,682.02,132556946
VNINDEX,20161019,683.83,689.88,683.25,688.89,149347013
VNINDEX,20161020,690.45,690.86,685.63,686.39,121092926
VNINDEX,20161021,685.77,687.54,683.76,684.83,136021849
VNINDEX,20161024,683.14,684.51,677.89,678.02,125471958
VNINDEX,20161025,676.29,677.47,673.84,676.18,127870459
VNINDEX,20161026,676.18,676.18,670.80,673.61,102375848
VNINDEX,20161027,672.81,676.90,671.61,676.90,91029134
VNINDEX,20161028,676.74,682.25,675.85,682.25,117262452
VNINDEX,20161031,682.11,683.34,675.80,675.80,130146695
VNINDEX,20161101,675.13,676.60,672.33,676.60,118657708
VNINDEX,20161102,675.68,678.14,671.40,671.40,142390107
VNINDEX,20161103,668.66,668.66,661.86,667.63,0
VNINDEX,20161104,666.93,668.99,665.08,666.73,0
VNINDEX,20161107,667.12,674.36,666.61,674.14,0
VNINDEX,20161108,675.82,677.91,674.33,676.46,0
VNINDEX,20161109,675.57,675.57,656.68,670.26,0
VNINDEX,20161110,675.36,678.57,675.18,678.17,0
VNINDEX,20161111,678.38,679.56,676.73,679.20,0
VNINDEX,20161114,677.13,679.96,672.45,673.05,0
VNINDEX,20161115,673.75,675.73,671.55,674.26,0
VNINDEX,20161116,674.85,676.90,673.95,674.60,0
VNINDEX,20161117,674.50,676.48,673.13,674.57,0
VNINDEX,20161118,673.82,675.15,669.18,673.25,0
VNINDEX,20161121,673.20,675.04,671.65,674.29,0
VNINDEX,20161122,675.23,681.91,675.23,681.91,0
VNINDEX,20161123,681.17,684.12,679.81,683.16,0
VNINDEX,20161124,683.61,683.61,676.39,678.18,0
VNINDEX,20161125,678.47,678.87,671.48,675.87,0
VNINDEX,20161128,672.38,673.18,660.96,665.29,0
VNINDEX,20161129,665.11,667.79,658.26,658.26,0
VNINDEX,20161130,658.44,665.78,654.99,665.07,0
VNINDEX,20161201,670.75,670.81,666.54,666.54,0
VNINDEX,20161202,667.02,667.39,662.09,665.14,0
VNINDEX,20161205,663.06,663.87,658.11,660.21,0
VNINDEX,20161206,660.68,660.77,648.37,651.49,0
VNINDEX,20161207,648.63,654.13,647.33,653.53,0
VNINDEX,20161208,655.48,660.72,655.48,658.89,0
VNINDEX,20161209,659.46,664.46,659.46,663.07,0
VNINDEX,20161212,663.70,664.67,658.84,659.70,0
VNINDEX,20161213,662.27,663.54,654.34,654.66,0
VNINDEX,20161214,657.39,665.14,657.39,665.14,0
VNINDEX,20161215,668.07,668.07,664.08,665.92,0
VNINDEX,20161216,670.43,675.19,668.30,675.16,0
VNINDEX,20161219,673.98,679.90,673.88,674.33,0
VNINDEX,20161220,673.93,674.28,662.66,662.66,99998601
VNINDEX,20161221,662.36,667.06,657.40,666.94,0
VNINDEX,20161222,669.01,669.95,663.70,664.15,0
VNINDEX,20161223,663.75,664.37,659.18,664.37,0
VNINDEX,20161226,665.67,665.73,662.09,662.45,0
VNINDEX,20161227,662.66,665.50,661.41,663.86,0
VNINDEX,20161228,665.90,666.64,661.80,663.50,0
VNINDEX,20161229,666.43,666.43,663.95,664.72,0
VNINDEX,20161230,664.17,665.49,663.39,664.87,0
VNINDEX,20170103,665.92,672.34,665.43,672.01,0
VNINDEX,20170104,672.58,675.93,672.21,674.70,0
VNINDEX,20170105,674.82,675.92,673.31,675.81,0
VNINDEX,20170106,675.35,683.76,675.22,679.80,0
VNINDEX,20170109,681.74,684.88,681.74,682.57,0
VNINDEX,20170110,682.77,683.02,680.76,681.07,0
VNINDEX,20170111,680.85,687.16,680.85,687.16,0
VNINDEX,20170112,688.71,688.99,685.59,686.96,0
VNINDEX,20170113,686.58,688.62,685.06,685.06,0
VNINDEX,20170116,684.62,684.82,677.85,677.94,0
VNINDEX,20170117,678.83,684.73,678.83,684.71,0
VNINDEX,20170118,683.74,688.07,683.28,683.28,0
VNINDEX,20170119,683.02,684.19,680.80,682.31,0
VNINDEX,20170120,684.05,688.42,684.05,686.26,0
VNINDEX,20170123,687.83,689.47,686.46,687.15,0
VNINDEX,20170124,687.08,692.75,687.08,691.36,0
VNINDEX,20170125,693.07,697.28,691.19,697.28,0
VNINDEX,20170202,699.80,703.20,697.71,703.18,0
VNINDEX,20170203,704.69,708.10,700.09,700.35,0
VNINDEX,20170206,702.02,702.02,696.92,700.04,0
VNINDEX,20170207,699.99,703.30,698.99,701.91,0
VNINDEX,20170208,702.67,702.77,700.47,702.04,0
VNINDEX,20170209,700.93,702.64,700.21,700.65,0
VNINDEX,20170210,701.15,704.08,701.15,703.78,0
VNINDEX,20170213,704.61,706.47,703.58,705.90,0
VNINDEX,20170214,706.41,707.32,703.85,706.26,0
VNINDEX,20170215,706.84,711.73,706.84,711.57,0
VNINDEX,20170216,712.61,717.57,709.35,709.35,0
VNINDEX,20170217,709.52,710.21,705.84,707.83,0
VNINDEX,20170220,705.72,711.40,704.41,710.59,0
VNINDEX,20170221,711.49,718.06,711.49,716.55,0
VNINDEX,20170222,717.77,719.09,715.36,717.24,0
VNINDEX,20170223,717.49,719.58,712.36,716.87,0
VNINDEX,20170224,716.35,717.94,713.70,714.47,0
VNINDEX,20170227,711.70,718.37,711.70,717.44,0
VNINDEX,20170228,718.24,719.14,710.79,710.79,0
VNINDEX,20170301,710.70,712.49,705.79,709.52,0
VNINDEX,20170302,712.68,713.53,707.51,707.51,0
VNINDEX,20170303,708.23,712.62,705.83,712.62,0
VNINDEX,20170306,714.61,718.04,714.01,716.29,0
VNINDEX,20170307,716.46,716.95,714.27,716.54,0
VNINDEX,20170308,715.04,718.78,713.89,716.60,0
VNINDEX,20170309,715.86,718.23,714.96,715.80,0
VNINDEX,20170310,715.85,716.81,712.21,712.21,0
VNINDEX,20170313,711.93,712.63,707.63,710.17,0
VNINDEX,20170314,709.90,716.49,709.29,714.71,0
VNINDEX,20170315,715.63,716.49,713.14,713.14,139564828
VNINDEX,20170316,712.56,715.03,710.66,714.92,0
VNINDEX,20170317,715.82,717.10,710.54,710.54,0
VNINDEX,20170320,711.44,717.54,711.44,715.07,0
VNINDEX,20170321,717.03,718.80,714.78,716.18,0
VNINDEX,20170322,715.78,720.68,712.94,712.94,0
VNINDEX,20170323,712.61,719.56,712.61,719.56,0
VNINDEX,20170324,722.42,724.36,719.56,722.14,0
VNINDEX,20170327,723.23,725.57,721.41,723.52,0
VNINDEX,20170328,724.37,725.00,718.66,719.26,0
VNINDEX,20170329,719.08,721.92,718.37,720.47,0
VNINDEX,20170330,721.87,725.91,721.87,723.86,0
VNINDEX,20170331,725.97,726.67,722.31,722.31,0
VNINDEX,20170403,723.02,724.37,721.58,722.38,0
VNINDEX,20170404,723.70,724.67,722.79,724.14,0
VNINDEX,20170405,724.89,726.03,722.49,723.22,0
VNINDEX,20170407,721.85,727.95,720.28,727.95,0
VNINDEX,20170410,728.71,730.90,727.77,729.87,0
VNINDEX,20170411,730.15,732.24,730.15,731.33,0
VNINDEX,20170412,731.62,732.87,724.48,725.58,0
VNINDEX,20170413,725.54,727.34,723.88,724.35,0
VNINDEX,20170414,722.47,722.96,714.13,718.45,0
VNINDEX,20170417,718.93,721.78,710.83,710.83,0
VNINDEX,20170418,708.64,714.93,705.55,714.93,0
VNINDEX,20170419,714.87,716.77,714.02,716.77,0
VNINDEX,20170420,716.76,716.76,712.66,712.66,0
VNINDEX,20170421,712.77,715.08,711.08,712.41,0
VNINDEX,20170424,711.60,712.77,709.39,709.39,0
VNINDEX,20170425,709.00,709.81,706.04,707.58,0
VNINDEX,20170426,706.36,710.04,706.32,710.04,0
VNINDEX,20170427,711.74,716.53,711.38,716.53,0
VNINDEX,20170428,715.90,718.54,713.83,717.73,0
VNINDEX,20170503,718.70,719.54,716.66,719.54,0
VNINDEX,20170504,717.98,723.22,717.98,722.02,0
VNINDEX,20170505,720.39,721.65,719.86,720.00,0
VNINDEX,20170508,720.61,720.61,717.98,718.86,0
VNINDEX,20170509,717.55,722.11,716.95,722.11,0
VNINDEX,20170510,721.94,727.52,721.81,724.31,0
VNINDEX,20170511,724.84,726.82,723.39,724.99,0
VNINDEX,20170512,724.63,726.40,724.41,725.37,0
VNINDEX,20170515,725.25,726.19,723.18,725.35,240887477
VNINDEX,20170516,725.84,727.86,725.03,725.03,294207007
VNINDEX,20170517,724.01,728.01,722.81,727.20,0
VNINDEX,20170518,727.20,729.00,723.80,726.99,0
VNINDEX,20170519,727.61,733.82,726.79,733.82,0
VNINDEX,20170522,738.63,746.87,738.63,744.10,0
VNINDEX,20170523,744.32,746.18,740.28,740.93,0
VNINDEX,20170524,739.91,744.27,737.30,742.74,0
VNINDEX,20170525,744.24,746.48,740.89,741.91,0
VNINDEX,20170526,741.40,743.46,740.60,743.41,0
VNINDEX,20170529,746.08,748.06,745.31,746.25,252195473
VNINDEX,20170530,747.07,747.43,738.21,738.21,0
VNINDEX,20170531,738.91,741.93,735.39,737.82,0
VNINDEX,20170601,739.45,742.23,738.71,741.80,0
VNINDEX,20170602,741.48,742.11,736.09,738.81,0
VNINDEX,20170605,739.13,745.14,738.35,743.49,0
VNINDEX,20170606,743.99,751.31,743.99,751.31,0
VNINDEX,20170607,752.75,754.92,751.65,753.46,0
VNINDEX,20170608,751.70,751.96,748.91,750.13,0
VNINDEX,20170609,749.46,752.01,749.04,749.72,0
VNINDEX,20170612,751.33,753.41,749.00,751.09,0
VNINDEX,20170613,751.09,756.89,750.10,756.89,0
VNINDEX,20170614,758.26,761.70,756.82,760.77,0
VNINDEX,20170615,760.38,762.98,758.17,760.57,0
VNINDEX,20170616,761.75,762.43,759.98,761.24,0
VNINDEX,20170619,763.75,766.83,762.33,766.83,0
VNINDEX,20170620,767.59,768.29,764.42,767.99,0
VNINDEX,20170621,765.71,767.83,758.90,767.41,0
VNINDEX,20170622,768.41,769.99,766.30,766.30,0
VNINDEX,20170623,765.66,769.01,763.64,769.01,0
VNINDEX,20170626,770.50,773.14,769.73,772.52,0
VNINDEX,20170627,773.15,773.40,767.19,767.51,0
VNINDEX,20170628,766.82,769.04,762.78,769.04,0
VNINDEX,20170629,771.26,773.08,769.89,771.75,0
VNINDEX,20170630,773.46,776.50,773.46,776.47,166200365
VNINDEX,20170703,777.20,780.01,775.53,778.88,0
VNINDEX,20170704,779.15,779.15,772.90,775.54,0
VNINDEX,20170705,775.85,778.32,773.81,778.32,0
VNINDEX,20170706,780.50,782.77,779.99,782.65,0
VNINDEX,20170707,783.73,783.81,775.73,775.73,0
VNINDEX,20170710,775.85,775.85,764.43,766.56,0
VNINDEX,20170711,766.56,769.36,761.57,769.36,0
VNINDEX,20170712,772.60,775.08,769.83,774.17,0
VNINDEX,20170713,777.12,778.30,773.85,778.30,0
VNINDEX,20170714,779.72,780.65,776.88,777.60,0
VNINDEX,20170717,777.70,778.30,766.47,768.91,0
VNINDEX,20170718,766.88,770.37,762.68,767.49,0
VNINDEX,20170719,771.33,774.12,770.18,771.30,0
VNINDEX,20170720,768.56,768.56,763.55,768.41,0
VNINDEX,20170721,768.90,770.43,761.86,761.86,0
VNINDEX,20170724,759.97,761.64,753.82,759.74,0
VNINDEX,20170725,757.43,767.27,757.35,767.27,0
VNINDEX,20170726,769.35,773.88,764.92,773.88,0
VNINDEX,20170727,773.21,774.97,770.30,771.50,0
VNINDEX,20170728,771.21,777.09,770.82,777.09,0
VNINDEX,20170801,784.44,787.68,784.15,786.81,0
VNINDEX,20170802,783.45,788.97,779.81,786.23,0
VNINDEX,20170803,786.23,790.82,786.19,788.49,0
VNINDEX,20170804,789.46,790.12,786.09,788.68,202950213
VNINDEX,20170807,789.41,796.09,788.66,792.98,137191318
VNINDEX,20170808,795.80,796.62,789.84,791.57,213496640
VNINDEX,20170809,789.15,789.15,773.66,773.66,292795000
VNINDEX,20170810,769.58,776.77,769.58,773.43,190065850
VNINDEX,20170811,773.43,774.31,769.14,772.08,169866377
VNINDEX,20170814,770.65,776.42,770.65,776.17,0
VNINDEX,20170815,776.64,776.83,770.09,771.06,0
VNINDEX,20170816,771.10,773.57,766.80,773.57,0
VNINDEX,20170817,773.48,774.47,767.59,767.59,238285861
VNINDEX,20170818,762.82,770.79,762.46,768.97,0
VNINDEX,20170821,767.42,769.71,765.95,768.79,0
VNINDEX,20170822,768.20,768.44,760.30,761.26,0
VNINDEX,20170823,762.42,765.98,759.01,765.98,0
VNINDEX,20170824,766.48,771.65,764.64,769.77,0
VNINDEX,20170825,769.07,771.63,768.57,771.63,0
VNINDEX,20170828,771.81,777.26,770.51,777.26,0
VNINDEX,20170829,773.91,777.11,773.87,774.03,0
VNINDEX,20170830,774.31,778.65,773.85,778.65,0
VNINDEX,20170831,779.19,785.78,778.19,782.76,0
VNINDEX,20170901,784.42,789.19,784.18,788.73,0
VNINDEX,20170905,790.26,794.46,787.80,792.31,0
VNINDEX,20170906,792.16,793.82,788.89,793.55,0
VNINDEX,20170907,793.61,798.58,792.77,796.72,0
VNINDEX,20170908,797.98,802.90,797.82,801.20,0
VNINDEX,20170911,801.20,805.44,797.47,797.47,0
VNINDEX,20170912,795.53,801.01,794.88,799.94,0
VNINDEX,20170913,802.85,804.38,800.39,802.78,0
VNINDEX,20170914,803.34,807.29,803.23,806.32,0
VNINDEX,20170915,803.35,805.82,802.08,805.82,0
VNINDEX,20170918,808.51,809.39,805.37,807.87,0
VNINDEX,20170919,807.41,810.13,805.87,805.93,0
VNINDEX,20170920,806.88,807.51,803.33,805.86,0
VNINDEX,20170921,805.29,806.52,802.60,803.93,0
VNINDEX,20170922,805.15,808.16,803.94,807.13,0
VNINDEX,20170925,806.90,807.64,802.23,805.58,0
VNINDEX,20170926,806.40,806.84,801.66,805.35,171208475
VNINDEX,20170927,803.32,805.04,801.74,803.77,0
VNINDEX,20170928,803.10,810.35,803.10,804.82,0
VNINDEX,20170929,805.07,808.77,804.42,804.42,0
VNINDEX,20171002,805.29,807.61,801.70,802.23,0
VNINDEX,20171003,803.98,804.39,795.05,798.00,0
VNINDEX,20171004,797.39,805.66,797.00,805.66,0
VNINDEX,20171005,806.56,810.54,805.22,805.23,0
VNINDEX,20171006,805.70,808.13,803.81,807.80,0
VNINDEX,20171009,809.61,810.75,806.78,808.96,0
VNINDEX,20171010,808.43,810.65,806.30,810.65,0
VNINDEX,20171011,811.20,815.11,811.20,813.95,0
VNINDEX,20171012,814.43,818.44,813.72,815.87,0
VNINDEX,20171013,814.60,820.95,814.20,820.95,0
VNINDEX,20171016,821.54,823.85,819.43,819.43,0
VNINDEX,20171017,819.51,828.29,819.43,828.29,0
VNINDEX,20171018,829.43,831.15,826.72,827.72,0
VNINDEX,20171019,828.89,831.61,825.50,828.93,0
VNINDEX,20171020,827.93,833.57,826.84,826.84,0
VNINDEX,20171023,826.25,827.24,818.81,820.04,0
VNINDEX,20171024,818.08,825.24,814.92,825.24,0
VNINDEX,20171025,826.08,830.69,822.83,830.69,0
VNINDEX,20171026,829.94,834.67,823.92,830.11,0
VNINDEX,20171027,829.15,840.37,828.45,840.37,0
VNINDEX,20171030,842.92,849.30,842.92,845.20,0
