<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
VNINDEX,20091224,469.21,479.13,464.39,479.13,43991040
VNINDEX,20091225,487.92,495.76,487.19,495.08,50175050
VNINDEX,20091228,490.68,499.02,485.76,492.57,44268610
VNINDEX,20091229,487.56,493.67,483.76,484.45,41765310
VNINDEX,20091230,484.25,495.36,483.07,495.36,50427540
VNINDEX,20091231,502.84,504.84,494.77,494.77,58858220
VNINDEX,20100104,501.74,517.05,501.74,517.05,42051600
VNINDEX,20100105,529.23,539.39,529.23,532.53,66619450
VNINDEX,20100106,529.47,538.84,526.37,534.46,64222280
VNINDEX,20100107,536.78,540.77,530.68,533.34,66287110
VNINDEX,20100108,540.95,544.49,520.90,520.90,76177100
VNINDEX,20100111,522.78,524.06,512.15,515.06,42904970
VNINDEX,20100112,511.24,516.75,498.31,498.31,50751560
VNINDEX,20100113,495.72,508.61,485.75,508.61,52968720
VNINDEX,20100114,516.44,517.72,509.25,512.33,33851840
VNINDEX,20100115,509.19,512.63,503.29,505.42,36355610
VNINDEX,20100118,499.08,499.24,487.13,487.13,39253920
VNINDEX,20100119,489.84,498.10,489.77,495.51,32298020
VNINDEX,20100120,498.73,499.15,489.50,489.50,30775080
VNINDEX,20100121,481.97,489.47,477.80,478.42,38873460
VNINDEX,20100122,474.10,481.69,471.85,477.59,27517620
VNINDEX,20100125,476.75,481.04,476.75,480.91,19454520
VNINDEX,20100126,490.12,497.90,490.12,497.90,32246580
VNINDEX,20100127,496.86,498.20,486.41,486.41,32131720
VNINDEX,20100128,484.67,492.57,481.47,481.76,20803730
VNINDEX,20100129,481.49,484.15,477.11,481.96,24187770
VNINDEX,20100201,482.93,486.95,481.84,486.95,20695680
VNINDEX,20100202,489.62,490.86,486.24,487.93,24044320
VNINDEX,20100203,490.32,495.85,490.12,495.48,24485310
VNINDEX,20100204,496.25,504.35,496.02,503.83,34272400
VNINDEX,20100205,495.67,501.06,491.05,493.04,31741600
VNINDEX,20100208,488.86,491.65,487.72,491.20,19118380
VNINDEX,20100209,486.97,488.77,482.38,482.89,21152200
VNINDEX,20100210,486.86,491.17,486.86,490.91,15468550
VNINDEX,20100211,492.99,499.97,491.86,499.94,18570470
VNINDEX,20100212,505.34,508.72,504.78,507.00,22150560
VNINDEX,20100222,513.19,513.19,507.93,510.02,19131920
VNINDEX,20100223,504.52,504.52,496.29,496.29,24352140
VNINDEX,20100224,492.89,494.85,490.21,494.59,24796880
VNINDEX,20100225,497.50,500.24,493.73,494.99,26741270
VNINDEX,20100226,494.31,496.91,492.00,496.91,31102610
VNINDEX,20100301,502.57,505.34,502.43,503.01,32389410
VNINDEX,20100302,503.98,505.59,500.08,501.00,34862300
VNINDEX,20100303,505.04,507.32,501.96,507.32,36152370
VNINDEX,20100304,510.93,516.77,510.93,511.91,47852720
VNINDEX,20100305,512.72,514.47,509.61,513.39,44095840
VNINDEX,20100308,517.00,522.83,517.00,521.12,53071450
VNINDEX,20100309,520.75,527.30,520.13,527.27,60441560
VNINDEX,20100310,526.28,529.63,522.81,525.67,55713450
VNINDEX,20100311,526.93,529.53,524.37,524.64,50966990
VNINDEX,20100312,528.90,531.51,526.70,531.51,53686140
VNINDEX,20100315,538.01,538.01,531.55,531.86,54199710
VNINDEX,20100316,526.06,529.55,516.08,516.08,64874240
VNINDEX,20100317,519.90,520.14,510.85,510.85,49838910
VNINDEX,20100318,515.24,519.73,510.47,519.73,44323480
VNINDEX,20100319,520.14,521.22,515.99,515.99,53468830
VNINDEX,20100322,515.71,517.79,511.58,511.58,39977520
VNINDEX,20100323,512.21,513.07,506.53,506.53,44044890
VNINDEX,20100324,511.05,512.87,508.75,512.12,43396280
VNINDEX,20100325,507.85,508.83,502.16,503.39,50206760
VNINDEX,20100326,505.51,506.40,501.64,505.30,47585270
VNINDEX,20100329,506.70,509.15,504.05,505.67,35472710
VNINDEX,20100330,504.71,506.29,500.72,500.72,47215800
VNINDEX,20100331,501.85,504.00,499.24,499.24,45231390
VNINDEX,20100401,500.31,508.91,499.99,508.18,41808030
VNINDEX,20100402,510.38,513.10,508.54,510.48,39486490
VNINDEX,20100405,514.17,516.27,513.45,514.79,41859130
VNINDEX,20100406,517.48,520.31,515.33,515.33,66656790
VNINDEX,20100407,516.21,517.26,512.57,515.82,48659250
VNINDEX,20100408,515.72,519.40,514.74,515.93,54227900
VNINDEX,20100409,517.06,519.61,516.40,517.42,59536420
VNINDEX,20100412,522.12,523.16,519.50,519.93,52162000
VNINDEX,20100413,521.04,523.23,517.98,517.98,50547580
VNINDEX,20100414,518.57,518.74,515.81,516.21,42719810
VNINDEX,20100415,521.01,521.49,518.39,521.49,50686190
VNINDEX,20100416,523.72,522.95,521.53,522.03,59353900
VNINDEX,20100419,521.35,521.69,516.74,516.74,57018190
VNINDEX,20100420,517.36,519.72,515.20,515.20,54803770
VNINDEX,20100421,517.54,520.20,517.54,519.70,53769580
VNINDEX,20100422,521.90,534.53,521.90,529.31,77539180
VNINDEX,20100426,531.69,535.41,531.21,531.21,63178720
VNINDEX,20100427,532.58,536.23,531.57,535.72,54218510
VNINDEX,20100428,536.08,539.83,536.08,539.20,58029450
VNINDEX,20100429,541.44,542.74,541.19,542.37,72395920
VNINDEX,20100504,544.52,550.61,544.52,549.12,86332860
VNINDEX,20100505,548.75,551.08,546.13,548.01,82141870
VNINDEX,20100506,549.19,551.40,547.02,549.51,78206620
VNINDEX,20100507,548.22,548.22,536.51,542.03,105923850
VNINDEX,20100510,541.49,541.49,532.40,534.38,76286050
VNINDEX,20100511,537.85,539.93,532.72,534.36,65187810
VNINDEX,20100512,527.52,527.52,519.60,519.60,65495340
VNINDEX,20100513,521.93,524.20,516.11,518.93,54756390
VNINDEX,20100514,522.92,523.48,519.98,520.72,41332440
VNINDEX,20100517,521.30,521.67,509.50,511.27,51530730
VNINDEX,20100518,510.49,510.75,505.13,508.30,41803840
VNINDEX,20100519,503.66,504.57,494.90,494.90,56689090
VNINDEX,20100520,481.80,503.55,481.68,503.55,53770960
VNINDEX,20100521,487.76,490.30,482.16,483.69,57087270
VNINDEX,20100524,485.10,489.62,479.56,486.19,38991860
VNINDEX,20100525,484.80,490.33,482.86,486.25,41290920
VNINDEX,20100526,491.45,492.69,488.29,492.69,37394010
VNINDEX,20100527,491.63,497.16,489.75,497.16,37365130
VNINDEX,20100528,509.47,513.24,506.43,512.99,56242530
VNINDEX,20100531,510.54,513.44,506.32,507.44,39860020
VNINDEX,20100601,505.18,509.13,503.65,508.68,35911060
VNINDEX,20100602,505.18,511.10,504.79,510.74,37571380
VNINDEX,20100603,516.15,516.22,511.16,511.16,44546290
VNINDEX,20100604,511.85,513.00,508.75,510.37,45070860
VNINDEX,20100607,498.94,502.18,494.98,496.89,49305700
VNINDEX,20100608,494.08,497.95,493.20,497.19,36309260
VNINDEX,20100609,500.12,502.53,497.24,497.56,31820080
VNINDEX,20100610,497.00,500.61,495.40,500.51,30797770
VNINDEX,20100611,505.07,506.75,504.29,504.29,38247450
VNINDEX,20100614,506.55,509.35,506.31,508.32,39350540
VNINDEX,20100615,509.30,510.18,506.50,508.01,44664500
VNINDEX,20100616,510.35,513.07,510.35,510.72,47970250
VNINDEX,20100617,510.30,511.16,508.36,510.76,44615300
VNINDEX,20100618,511.93,514.04,509.35,511.18,50875170
VNINDEX,20100621,515.08,515.76,513.95,514.75,46371750
VNINDEX,20100622,513.23,515.39,511.31,512.63,74762560
VNINDEX,20100623,510.27,514.40,508.84,512.82,44290230
VNINDEX,20100624,513.57,514.95,511.67,511.67,50351690
VNINDEX,20100625,506.06,509.57,505.12,505.12,50325960
VNINDEX,20100628,505.37,507.71,505.26,507.28,41239710
VNINDEX,20100629,509.84,511.37,509.46,510.71,41531730
VNINDEX,20100630,501.19,507.14,501.06,507.14,47489060
VNINDEX,20100701,504.11,506.61,503.65,504.02,40518620
VNINDEX,20100702,505.15,505.55,502.50,503.65,37498110
VNINDEX,20100705,505.67,507.08,504.54,506.54,35628810
VNINDEX,20100706,505.75,505.75,500.70,500.82,45812930
VNINDEX,20100707,502.50,503.84,496.91,496.91,39397660
VNINDEX,20100708,502.06,502.20,498.55,498.55,36297140
VNINDEX,20100709,499.05,501.11,498.96,499.46,28816790
VNINDEX,20100712,499.83,500.39,497.16,499.93,28099180
VNINDEX,20100713,505.42,509.86,502.58,509.08,43469690
VNINDEX,20100714,512.22,512.81,507.34,507.34,49448520
VNINDEX,20100715,505.84,507.63,505.01,505.19,38760690
VNINDEX,20100716,505.47,507.12,504.17,506.21,43141430
VNINDEX,20100719,504.25,506.84,503.22,506.84,40064560
VNINDEX,20100720,507.04,507.25,505.23,506.56,42732900
VNINDEX,20100721,507.16,507.16,505.35,505.40,44177260
VNINDEX,20100722,503.13,503.62,500.04,500.28,45653210
VNINDEX,20100723,502.79,502.87,499.73,500.31,36636840
VNINDEX,20100726,501.20,501.92,498.10,498.10,39870750
VNINDEX,20100727,499.03,501.86,497.67,497.67,41159910
VNINDEX,20100728,497.40,497.86,491.00,491.00,39672950
VNINDEX,20100729,488.92,492.92,488.92,491.11,35014480
VNINDEX,20100730,491.30,495.10,491.30,493.91,39404910
VNINDEX,20100802,494.78,495.26,491.27,491.61,34171500
VNINDEX,20100803,493.40,496.53,491.90,491.90,38497170
VNINDEX,20100804,490.29,490.31,484.66,486.71,34948650
VNINDEX,20100805,488.75,489.17,485.36,486.21,31779900
VNINDEX,20100806,485.22,485.22,482.37,482.82,30979570
VNINDEX,20100809,482.65,482.65,472.51,472.74,39775680
VNINDEX,20100810,468.84,469.31,458.22,461.67,48425490
VNINDEX,20100811,463.08,465.88,458.86,463.12,33729110
VNINDEX,20100812,458.03,458.59,448.25,448.40,46662940
VNINDEX,20100813,440.72,452.73,440.72,452.73,38901820
VNINDEX,20100816,458.09,464.76,456.88,464.76,36748910
VNINDEX,20100817,461.89,463.87,457.19,463.52,31913320
VNINDEX,20100818,461.76,462.12,453.23,455.49,34430900
VNINDEX,20100819,454.50,455.94,450.07,452.23,25495110
VNINDEX,20100820,452.06,454.84,444.38,454.84,31433450
VNINDEX,20100823,453.06,453.06,447.92,447.92,20755050
VNINDEX,20100824,441.73,441.73,433.60,434.42,42125950
VNINDEX,20100825,427.01,428.46,421.30,423.89,48535740
VNINDEX,20100826,425.54,429.12,421.81,427.07,37873000
VNINDEX,20100827,423.10,431.24,421.73,429.14,30574580
VNINDEX,20100830,439.27,445.44,439.27,444.55,32394550
VNINDEX,20100831,447.86,455.43,445.36,455.08,52012250
VNINDEX,20100901,456.48,458.75,450.93,458.75,44585390
VNINDEX,20100906,463.94,469.25,463.94,466.00,53323290
VNINDEX,20100907,463.35,467.35,458.93,460.59,51314870
VNINDEX,20100908,454.40,458.44,453.03,458.44,52382480
VNINDEX,20100909,462.53,465.69,459.86,463.68,45688650
VNINDEX,20100910,463.48,464.28,451.39,451.39,51772570
VNINDEX,20100913,448.97,452.47,442.43,447.27,43764390
VNINDEX,20100914,450.95,451.46,447.95,449.01,34392250
VNINDEX,20100915,449.07,450.48,444.74,448.72,33752200
VNINDEX,20100916,445.69,450.85,445.49,449.52,28225130
VNINDEX,20100917,451.49,457.58,450.64,457.58,46398130
VNINDEX,20100920,462.01,462.83,457.87,457.87,48445710
VNINDEX,20100921,457.73,457.92,453.32,453.32,55518560
VNINDEX,20100922,453.01,455.81,453.01,453.90,29260077
VNINDEX,20100923,451.41,453.71,447.16,450.77,43857260
VNINDEX,20100924,449.13,452.28,448.16,449.71,32025770
VNINDEX,20100927,451.17,452.51,449.37,450.20,32776240
VNINDEX,20100928,452.07,455.13,452.07,455.13,34805670
VNINDEX,20100929,457.99,458.00,452.94,452.94,29316750
VNINDEX,20100930,452.71,454.52,451.28,454.52,30027520
VNINDEX,20101001,454.41,455.46,451.71,451.71,27901710
VNINDEX,20101004,452.38,452.38,443.98,445.83,45475870
VNINDEX,20101005,440.91,450.96,440.63,450.96,31545370
VNINDEX,20101006,452.88,460.72,452.78,460.72,33650890
VNINDEX,20101007,461.99,467.61,460.16,462.05,34258650
VNINDEX,20101008,459.30,465.05,459.26,459.26,28255370
VNINDEX,20101011,457.41,461.48,456.60,459.32,19670910
VNINDEX,20101012,457.19,459.94,453.72,454.32,25937800
VNINDEX,20101013,453.23,457.70,452.19,457.70,21737290
VNINDEX,20101014,459.79,460.92,458.18,458.66,21056210
VNINDEX,20101015,457.07,458.39,455.73,458.39,22505540
VNINDEX,20101018,458.44,459.35,456.00,457.59,19793170
VNINDEX,20101019,458.44,459.39,451.82,454.25,31324510
VNINDEX,20101020,450.79,451.04,441.16,442.17,36917430
VNINDEX,20101021,442.09,445.25,440.59,445.05,26478530
VNINDEX,20101022,444.84,446.39,441.50,445.21,24204440
VNINDEX,20101025,444.67,448.61,443.12,448.61,23427100
VNINDEX,20101026,450.23,458.23,450.23,455.12,30139330
VNINDEX,20101027,455.23,455.93,448.90,450.01,23349570
VNINDEX,20101028,448.62,451.51,448.28,450.07,20181160
VNINDEX,20101029,450.50,452.79,450.29,452.63,22494310
VNINDEX,20101101,450.50,451.86,449.83,451.06,18022230
VNINDEX,20101102,450.50,448.87,445.60,446.30,23189030
VNINDEX,20101103,445.33,445.76,442.34,444.16,22703120
VNINDEX,20101104,444.13,448.95,443.97,448.95,23454830
VNINDEX,20101105,452.41,457.27,450.09,457.27,29986290
VNINDEX,20101108,457.50,458.74,454.41,457.13,27232590
VNINDEX,20101109,455.58,455.65,449.40,449.40,30659160
VNINDEX,20101110,447.72,451.26,447.61,451.26,21038880
VNINDEX,20101111,451.24,451.61,446.69,446.69,23536990
VNINDEX,20101112,444.78,446.86,436.50,441.60,38981270
VNINDEX,20101115,440.61,443.08,432.72,433.54,26382340
VNINDEX,20101116,431.08,431.33,425.05,426.89,30931860
VNINDEX,20101117,426.89,430.24,424.32,425.50,25125790
VNINDEX,20101118,427.74,432.05,427.74,430.72,26333370
VNINDEX,20101119,434.39,434.42,426.51,426.51,24842140
VNINDEX,20101122,422.71,426.19,419.98,426.19,23451540
VNINDEX,20101123,426.19,430.81,426.03,430.81,22541430
VNINDEX,20101124,430.73,434.48,427.99,434.48,25109750
VNINDEX,20101125,434.70,440.19,434.70,439.85,31896320
VNINDEX,20101126,441.88,443.68,437.29,439.94,32805180
VNINDEX,20101129,437.92,446.36,436.38,446.36,30743560
VNINDEX,20101130,450.04,456.30,450.04,451.59,62322660
VNINDEX,20101201,451.02,453.55,448.13,449.93,45498940
VNINDEX,20101202,450.09,457.42,448.23,457.42,60631830
VNINDEX,20101203,462.30,467.20,462.30,464.35,68016080
VNINDEX,20101206,467.30,468.78,462.87,465.56,85111340
VNINDEX,20101207,461.71,466.10,460.76,460.76,81943820
VNINDEX,20101208,459.41,461.60,452.55,452.83,68289030
VNINDEX,20101209,450.59,460.79,450.16,460.45,57617350
VNINDEX,20101210,464.81,473.06,462.39,473.06,72125620
VNINDEX,20101213,485.82,490.30,485.73,490.22,77661930
VNINDEX,20101214,493.72,496.42,480.64,489.65,122569420
VNINDEX,20101215,492.80,497.09,491.51,493.47,85904270
VNINDEX,20101216,484.81,489.70,479.68,480.21,73174400
VNINDEX,20101217,483.00,485.29,476.27,485.29,69205020
VNINDEX,20101220,488.30,488.30,478.29,478.29,62070470
VNINDEX,20101221,471.17,483.43,470.14,481.78,61254930
VNINDEX,20101222,488.31,488.69,481.53,481.53,52498410
VNINDEX,20101223,481.71,481.71,475.41,475.41,50104360
VNINDEX,20101224,474.16,477.81,470.81,472.76,36460270
VNINDEX,20101227,475.64,476.05,469.64,473.05,31432870
VNINDEX,20101228,471.73,479.33,471.73,479.33,46930710
VNINDEX,20101229,480.53,481.17,476.71,478.75,47091620
VNINDEX,20101230,480.53,481.51,477.20,481.40,37423490
VNINDEX,20101231,480.93,485.22,480.10,484.66,38915530
VNINDEX,20110104,485.72,487.83,481.66,485.97,27702590
VNINDEX,20110105,487.94,487.94,481.91,481.91,31937170
VNINDEX,20110106,480.86,483.16,479.87,482.31,27623660
VNINDEX,20110107,482.77,483.86,481.35,481.86,27898990
VNINDEX,20110110,483.71,485.06,479.58,480.55,31913610
VNINDEX,20110111,477.97,480.79,475.48,477.44,33672520
VNINDEX,20110112,480.82,481.65,477.49,478.45,25963280
VNINDEX,20110113,479.95,485.02,479.60,484.12,24707820
VNINDEX,20110114,487.06,490.11,486.54,489.22,35655170
VNINDEX,20110117,492.89,498.49,492.37,495.16,38761030
VNINDEX,20110118,497.05,501.28,496.00,497.43,36081550
VNINDEX,20110119,504.93,507.89,503.10,505.91,37752610
VNINDEX,20110120,510.17,514.05,510.17,511.98,34788830
VNINDEX,20110121,518.32,521.22,518.24,519.50,42553960
VNINDEX,20110124,525.70,525.70,509.88,509.88,33580000
VNINDEX,20110125,504.06,506.12,501.87,501.97,31591460
VNINDEX,20110126,498.24,502.02,498.24,501.25,18693150
VNINDEX,20110127,501.25,503.43,498.11,502.68,25261730
VNINDEX,20110128,502.77,511.91,502.75,510.60,34784690
VNINDEX,20110208,515.70,521.49,515.64,520.69,23807620
VNINDEX,20110209,528.69,529.20,522.49,522.59,30722510
VNINDEX,20110210,523.25,526.57,519.51,520.23,29888370
VNINDEX,20110211,522.79,522.79,516.40,519.98,32345520
VNINDEX,20110214,520.73,522.37,514.05,514.05,32986530
VNINDEX,20110215,509.28,517.98,509.28,517.87,32068120
VNINDEX,20110216,519.55,519.70,513.11,513.11,27859030
VNINDEX,20110217,510.69,511.04,505.50,509.83,33492100
VNINDEX,20110218,509.10,510.75,502.55,503.92,35958100
VNINDEX,20110221,497.71,497.71,481.86,483.68,47516090
VNINDEX,20110222,467.40,471.68,467.40,470.02,48651700
VNINDEX,20110223,468.97,474.02,466.88,470.67,34351200
VNINDEX,20110224,462.43,462.87,455.74,461.29,39985780
VNINDEX,20110225,460.57,467.97,457.96,466.96,24623090
VNINDEX,20110228,467.12,474.22,461.37,461.37,29478850
VNINDEX,20110301,458.21,466.12,458.14,466.12,20498410
VNINDEX,20110302,464.27,466.26,453.33,457.83,44009210
VNINDEX,20110303,449.78,457.13,449.78,452.34,28284590
VNINDEX,20110304,454.73,459.23,452.61,459.23,25978170
VNINDEX,20110307,465.21,468.22,464.44,468.22,21215060
VNINDEX,20110308,471.78,477.52,471.78,475.38,24083640
VNINDEX,20110309,474.80,475.19,466.72,470.51,25573120
VNINDEX,20110310,467.54,482.54,467.54,482.49,33266730
VNINDEX,20110311,490.13,496.22,490.13,495.06,38503770
VNINDEX,20110314,491.95,493.20,479.90,479.90,42018980
VNINDEX,20110315,470.47,476.30,468.20,468.74,30728400
VNINDEX,20110316,467.17,470.64,461.57,463.58,28554040
VNINDEX,20110317,461.48,468.28,457.01,460.53,32161500
VNINDEX,20110318,459.40,461.88,454.73,461.08,45518990
VNINDEX,20110321,467.17,469.52,464.78,468.25,35968290
VNINDEX,20110322,470.22,470.98,464.80,464.80,31891240
VNINDEX,20110323,464.00,467.96,463.96,467.64,27018860
VNINDEX,20110324,465.12,468.59,461.32,461.32,25184420
VNINDEX,20110325,461.21,462.67,457.66,457.74,24991060
VNINDEX,20110328,458.35,463.37,456.74,459.52,20391140
VNINDEX,20110329,460.68,462.31,456.02,457.88,27935590
VNINDEX,20110330,454.33,460.10,454.31,460.04,24372760
VNINDEX,20110331,462.27,465.31,460.74,461.13,21014340
VNINDEX,20110401,460.80,463.11,458.55,459.17,19989320
VNINDEX,20110404,460.80,460.65,457.25,457.25,19221130
VNINDEX,20110405,460.80,459.10,454.86,457.20,17405740
VNINDEX,20110406,458.51,464.94,458.05,464.94,23335120
VNINDEX,20110407,464.72,465.85,462.00,463.49,22006610
VNINDEX,20110408,462.51,464.53,462.19,464.29,17885380
VNINDEX,20110413,464.21,464.74,461.01,461.01,15659150
VNINDEX,20110414,459.87,462.34,459.87,460.63,18691580
VNINDEX,20110415,462.17,463.50,460.90,460.96,22262560
VNINDEX,20110418,458.39,459.16,454.79,455.46,22418490
VNINDEX,20110419,453.59,457.63,453.54,453.74,16524710
VNINDEX,20110420,454.57,458.50,454.29,458.50,16546430
VNINDEX,20110421,458.38,462.74,458.26,460.30,17006300
VNINDEX,20110422,460.89,462.44,454.01,456.45,21266860
VNINDEX,20110425,458.99,467.01,458.99,465.62,21079130
VNINDEX,20110426,463.77,468.12,461.54,461.86,19647320
VNINDEX,20110427,465.98,469.32,463.68,469.32,19567290
VNINDEX,20110428,472.17,474.65,472.17,472.93,16856600
VNINDEX,20110429,477.43,481.13,477.07,480.08,18604900
VNINDEX,20110504,483.30,488.02,482.62,486.58,16159210
VNINDEX,20110505,485.96,486.99,476.48,479.29,16288750
VNINDEX,20110506,472.52,473.63,470.13,472.71,14997140
VNINDEX,20110509,469.01,477.47,467.77,477.47,16398710
VNINDEX,20110510,479.01,481.69,478.58,481.29,14589400
VNINDEX,20110511,479.07,483.74,479.06,483.15,15499200
VNINDEX,20110512,483.10,484.74,480.13,482.14,14798160
VNINDEX,20110513,482.01,482.51,478.58,479.67,16906020
VNINDEX,20110516,482.01,481.51,471.49,471.49,18741240
VNINDEX,20110517,471.49,474.57,464.35,464.35,20824430
VNINDEX,20110518,457.92,459.19,451.49,454.91,25478660
VNINDEX,20110519,450.92,456.47,444.85,444.85,20677330
VNINDEX,20110520,439.95,444.85,432.24,432.87,24896000
VNINDEX,20110523,429.74,430.54,416.14,417.82,28805780
VNINDEX,20110524,407.13,407.61,402.07,402.59,32695470
VNINDEX,20110525,388.64,389.90,385.72,386.36,28819230
VNINDEX,20110526,386.36,398.04,371.03,398.04,41625890
VNINDEX,20110527,406.75,410.82,405.78,410.82,26609500
VNINDEX,20110530,417.07,417.35,412.00,412.10,24198710
VNINDEX,20110531,414.98,421.37,414.88,421.37,19763890
VNINDEX,20110601,422.98,435.69,420.88,435.69,28167240
VNINDEX,20110602,446.66,450.59,445.98,450.59,31454970
VNINDEX,20110603,461.93,461.93,436.50,443.41,44203980
VNINDEX,20110606,434.97,436.91,430.15,433.81,18826220
VNINDEX,20110607,443.11,448.40,441.40,443.68,29655170
VNINDEX,20110608,445.43,446.99,436.15,439.57,32255700
VNINDEX,20110609,439.82,444.13,437.87,443.95,26247260
VNINDEX,20110610,446.54,451.81,445.00,445.00,38338750
VNINDEX,20110613,443.49,446.12,442.02,442.69,33418190
VNINDEX,20110614,441.09,452.55,440.57,441.54,55335130
VNINDEX,20110615,442.85,443.41,436.24,441.45,40589410
VNINDEX,20110616,439.58,445.66,438.51,445.17,31584930
VNINDEX,20110617,445.88,446.98,438.64,438.93,45206070
VNINDEX,20110620,438.13,440.17,431.59,431.63,32334480
VNINDEX,20110621,432.81,442.74,432.81,442.74,24798840
VNINDEX,20110622,444.28,445.49,439.29,439.63,21760520
VNINDEX,20110623,436.85,440.51,434.40,434.75,17521100
VNINDEX,20110624,436.17,436.20,432.79,433.40,17481110
VNINDEX,20110627,436.95,438.53,433.62,434.25,17300580
VNINDEX,20110628,434.05,435.86,430.91,432.31,19028520
VNINDEX,20110629,433.07,434.92,430.91,434.60,17262650
VNINDEX,20110630,435.21,435.63,432.17,432.54,16742520
VNINDEX,20110701,429.91,430.04,424.26,425.29,21792360
VNINDEX,20110704,425.04,426.17,423.39,425.42,15307620
VNINDEX,20110705,427.54,434.07,427.54,431.03,19330750
VNINDEX,20110706,432.15,432.80,428.21,428.30,13494500
VNINDEX,20110707,426.64,431.03,426.53,429.99,14604310
VNINDEX,20110708,428.81,431.35,428.75,430.32,15893240
VNINDEX,20110711,429.41,429.63,425.08,425.09,15228610
VNINDEX,20110712,422.13,423.93,416.94,417.25,18044190
VNINDEX,20110713,422.17,422.69,417.64,418.18,17240390
VNINDEX,20110714,418.07,419.58,414.27,418.93,15529830
VNINDEX,20110715,419.82,419.82,412.52,414.74,16688420
VNINDEX,20110718,412.90,415.77,411.22,415.77,15462900
VNINDEX,20110719,414.40,415.43,409.16,410.12,12951780
VNINDEX,20110720,410.20,416.77,410.20,416.77,16317620
VNINDEX,20110721,416.24,417.06,412.21,413.06,15390680
VNINDEX,20110722,412.97,412.97,408.96,409.20,12651350
VNINDEX,20110725,409.11,410.38,407.58,409.36,10512550
VNINDEX,20110726,408.93,410.79,407.31,409.39,14611410
VNINDEX,20110727,409.54,409.81,406.45,409.40,13990820
VNINDEX,20110728,409.18,411.36,408.18,408.39,14589930
VNINDEX,20110729,407.58,409.04,402.20,405.70,15606540
VNINDEX,20110801,404.84,404.91,400.49,401.95,15921840
VNINDEX,20110802,398.92,400.11,396.23,396.55,19056510
VNINDEX,20110803,393.60,394.15,388.79,391.47,21451520
VNINDEX,20110804,392.93,398.74,392.92,396.05,22740560
VNINDEX,20110805,394.89,401.01,394.83,400.88,19998550
VNINDEX,20110808,399.24,400.69,395.14,396.41,19929670
VNINDEX,20110809,388.78,388.82,385.76,387.70,31784690
VNINDEX,20110810,388.61,390.88,385.33,385.96,19474270
VNINDEX,20110811,380.97,384.44,379.84,384.44,15699460
VNINDEX,20110812,385.16,387.13,383.58,383.92,13694020
VNINDEX,20110815,384.47,384.97,383.37,384.32,12784520
VNINDEX,20110816,383.96,388.58,383.66,386.48,13602570
VNINDEX,20110817,387.65,393.46,387.65,393.46,21505730
VNINDEX,20110818,398.21,402.89,397.70,402.89,27398650
VNINDEX,20110819,399.98,400.76,396.20,400.76,21476780
VNINDEX,20110822,401.87,406.75,401.87,406.03,27931820
VNINDEX,20110823,405.19,405.19,401.23,401.28,25500990
VNINDEX,20110824,403.21,406.29,396.68,396.68,25328760
VNINDEX,20110825,398.46,402.19,397.93,401.65,22937350
VNINDEX,20110826,403.21,405.96,402.81,404.41,23144300
VNINDEX,20110829,405.89,413.37,405.26,413.37,32266490
VNINDEX,20110830,421.81,423.01,416.84,419.26,39535740
VNINDEX,20110831,421.45,426.29,417.79,424.71,40624520
VNINDEX,20110901,429.49,435.29,429.31,435.29,47176370
VNINDEX,20110905,438.35,439.82,432.07,435.73,49711930
VNINDEX,20110906,434.02,437.58,430.82,436.16,37092010
VNINDEX,20110907,444.40,445.72,440.44,443.99,41854450
VNINDEX,20110908,450.40,457.41,449.97,453.26,55809690
VNINDEX,20110909,452.94,460.17,452.33,459.92,42499540
VNINDEX,20110912,461.14,465.41,460.49,462.93,45092230
VNINDEX,20110913,469.50,471.07,466.69,469.40,62235100
VNINDEX,20110914,469.33,475.45,466.99,466.99,73282634
VNINDEX,20110915,462.72,470.90,461.31,470.67,56292580
VNINDEX,20110916,470.87,473.56,457.11,457.11,51789700
VNINDEX,20110919,450.21,461.68,449.50,461.68,37011670
VNINDEX,20110920,459.32,459.32,454.17,454.37,38785810
VNINDEX,20110921,451.99,454.48,446.65,447.57,37266820
VNINDEX,20110922,443.30,449.30,441.67,449.26,36814710
VNINDEX,20110923,439.61,442.14,438.58,440.30,32491970
VNINDEX,20110926,436.63,444.40,431.78,434.43,27404550
VNINDEX,20110927,434.02,440.95,431.86,437.47,30068540
VNINDEX,20110928,441.53,442.53,433.97,433.97,32160640
VNINDEX,20110929,431.80,433.38,425.02,428.08,56543580
VNINDEX,20110930,426.13,433.09,424.64,427.60,29289990
VNINDEX,20111003,426.43,428.28,422.12,422.12,26605920
VNINDEX,20111004,417.46,420.46,415.35,418.18,27141370
VNINDEX,20111005,420.74,422.71,415.85,417.21,34989030
VNINDEX,20111006,417.94,423.08,417.94,421.32,30463810
VNINDEX,20111007,423.46,423.74,417.96,417.96,27044370
VNINDEX,20111010,416.77,421.52,415.73,419.66,20138130
VNINDEX,20111011,421.00,421.29,417.35,417.73,23093700
VNINDEX,20111012,414.41,415.37,409.30,410.91,32519160
VNINDEX,20111013,411.17,413.71,407.61,412.59,24413930
VNINDEX,20111014,413.12,415.62,413.09,414.49,19965800
